0	4793	34765
1	4793	34765
2	4793	34765
3	4793	34765
4	4793	34765
5	4793	34765
6	4793	34765
7	4793	34765
8	4793	34765
9	4793	34765
10	4793	34765
11	4793	34765
12	4793	34765
13	4793	34765
14	4793	34765
15	4793	34765
16	4793	34765
17	4793	34765
18	4793	34765
19	4793	34765
20	4793	34765
21	4793	34765
22	4793	34765
23	4793	34765
24	4793	34765
25	4793	34765
26	4793	34765
27	4793	34765
28	4793	34765
29	4793	34765
30	4793	34765
31	4793	34765
32	4793	34765
33	4793	34765
34	4793	34765
35	4793	34765
36	4793	34765
37	4793	34765
38	4793	34765
39	4793	34765
40	4793	34765
41	4793	34765
42	4793	34765
43	4793	34765
44	4793	34765
45	4793	34765
46	4793	34765
47	4793	34765
48	4793	34765
49	4793	34765
50	4793	34765
51	4793	34765
52	4793	34765
53	4793	34765
54	4793	34765
55	4793	34765
56	4793	34765
57	4793	34765
58	4793	34765
59	4793	34765
60	4793	34765
61	4793	34765
62	4793	34765
63	4793	34765
64	4793	34765
65	4793	34765
66	4793	34765
67	4793	34765
68	4793	34765
69	4793	34765
70	4793	34765
71	4793	34765
72	4793	34765
73	4793	34765
74	4793	34765
75	4793	34765
76	4793	34765
77	4793	34765
78	4793	34765
79	4793	34765
80	4793	34765
81	4793	34765
82	4793	34765
83	4793	34765
84	4793	34765
85	4793	34765
86	4793	34765
87	4793	34765
88	4793	34765
89	4793	34765
90	4793	34765
91	4793	34765
